record_id,person,person_label,year,author,journal_std_title,journal_std_grp,volume,ads_record_id,ads_id
1445,Q818,Mary Lovett Cameron,1901,Mary Lovett Cameron,Folklore,Folklore,12,3112617,48778
1446,Q818,Mary Lovett Cameron,1910,Mary Lovett Cameron,Folklore,Folklore,21,3112863,48778
1447,Q819,Morag Cameron,1903,Morag Cameron,Folklore,Folklore,14,3113010,48817
1448,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,8,3078803,39830
1449,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,7,3078796,39830
1450,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,6,3078791,39830
1451,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078821,39830
1452,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078823,39830
1453,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078829,39830
1454,Q820,Edith Frances Carey,NA,"B T Rowswell
                                                Edith F Carey",Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078819,39830
1455,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,10,3078844,39830
1456,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078824,39830
1457,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,10,3078841,39830
1458,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,10,3078832,39830
1459,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,8,3078805,39830
1460,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,8,3078811,39830
1461,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,8,3078806,39830
1462,Q820,Edith Frances Carey,1901,Edith F Carey,Folklore,Folklore,12,3112641,39830
1463,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,7,3078800,39830
1464,Q820,Edith Frances Carey,1908,Edith F Carey,Folklore,Folklore,19,3112826,39830
1465,Q820,Edith Frances Carey,NA,Edith F Carey,Anglo Norman Review,Anglo Norman Review,3,3128785,39830
1466,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,10,3078839,39830
1467,Q820,Edith Frances Carey,NA,Edith F Carey,Report and Transactions of La Société Guernesiaise,Report and Transactions of La Société Guernesiaise,9,3078822,39830
1468,Q821,Katherine Carson,1900,Katherine Carson,Folklore,Folklore,11,3112977,48763
1469,Q821,Katherine Carson,1901,Katherine Carson,Folklore,Folklore,12,3112640,48763
1470,Q822,Marie de Chambrier,1905,Marie De Chambrier,Proceedings of the Huguenot Society of London,Proceedings of the Huguenot Society of London,7,3145680,51551
1471,Q824,Minnie Cartwright,1903,Minnie Cartwright,Folklore,Folklore,14,3113013,48819
1472,Q824,Minnie Cartwright,1904,Minnie Cartwright,Folklore,Folklore,15,3112728,48819
1473,Q824,Minnie Cartwright,1910,Minnie Cartwright,Folklore,Folklore,21,3112856,48819
1475,Q825,Annie Beatrice Wallis Chapman,1909,"L Alberti, de
                                                A B Wallis Chapman",Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,3,3146254,56109
1476,Q825,Annie Beatrice Wallis Chapman,1907,A B Wallis Chapman,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,1,3146249,56109
1477,Q826,Ethel Mary Charles,1912,Ethel Charles,Harrow Architectural Club Proceedings,Harrow Architectural Club Proceedings,[1912],3132748,41626
1478,Q826,Ethel Mary Charles,1905,Ethel Charles,Journal of the Royal Institute of British Architects,Journal of the Royal Institute of British Architects,12,3136212,41626
1479,Q828,Frances Christina Baldwyn Childe,NA,Frances C Baldwyn-Childe,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,5,3137230,43958
1480,Q828,Frances Christina Baldwyn Childe,NA,Frances C Baldwyn-Childe,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,5,3137236,43958
1482,Q829,Jane Clark,NA,J Clark,North Staffordshire Field Club Annual Report and Transactions,North Staffordshire Field Club Annual Report and Transactions,54,3134762,42825
1483,Q829,Jane Clark,1903,J Clark,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,13,3039528,42825
1484,Q829,Jane Clark,NA,J Clark,Philosophical Transactions of the Royal Society of London,Philosophical Transactions of the Royal Society of London,22,3145023,42825
1485,Q829,Jane Clark,1905,J Clark,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,15,3039613,42825
1486,Q831,Kate Marie Clarke,1913,Kate M Clarke,Transactions of the Devonshire Association,Transactions of the Devonshire Association,45,3044530,73044
1487,Q831,Kate Marie Clarke,NA,Kate M Clarke,Transactions of the Exeter Diocesan Architectural and Archaeological Society,Transactions of the Exeter Diocesan Architectural and Archaeological Society,3,3132121,73044
1488,Q831,Kate Marie Clarke,1907,Kate M Clarke,Transactions of the Devonshire Association,Transactions of the Devonshire Association,39,3044454,73044
1489,Q831,Kate Marie Clarke,1912,Kate M Clarke,Transactions of the Devonshire Association,Transactions of the Devonshire Association,44,3044501,73044
1490,Q831,Kate Marie Clarke,1908,Kate M Clarke,Transactions of the Devonshire Association,Transactions of the Devonshire Association,40,3147702,73044
1491,Q831,Kate Marie Clarke,1907,Kate M Clarke,Transactions of the Devonshire Association,Transactions of the Devonshire Association,39,3147661,73044
1492,Q835,Emily Jane Climenson,1904,Emily J Climenson,Berks Bucks and Oxon Archaeological Journal,Berks Bucks and Oxon Archaeological Journal,10,3192699,40486
1493,Q835,Emily Jane Climenson,1906,"Ernest W Dormer
                                                Emily J Climenson",Berks Bucks and Oxon Archaeological Journal,Berks Bucks and Oxon Archaeological Journal,12,3192782,40486
1494,Q835,Emily Jane Climenson,1912,Emily J Climenson,Berks Bucks and Oxon Archaeological Journal,Berks Bucks and Oxon Archaeological Journal,18,3193059,40486
1495,Q835,Emily Jane Climenson,1918,Emily J Climenson,Berks Bucks and Oxon Archaeological Journal,Berks Bucks and Oxon Archaeological Journal,24,3193304,40486
1497,Q835,Emily Jane Climenson,1914,Emily J Climenson,Berks Bucks and Oxon Archaeological Journal,Berks Bucks and Oxon Archaeological Journal,20,3193160,40486
1498,Q836,Blanche Frances Collier,1898,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,4,3098875,49874
1499,Q836,Blanche Frances Collier,1897,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,3,3098857,49874
1500,Q836,Blanche Frances Collier,1907,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,13,3098781,49874
1501,Q836,Blanche Frances Collier,1908,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,14,3098794,49874
1502,Q836,Blanche Frances Collier,1898,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,4,3098876,49874
1503,Q836,Blanche Frances Collier,1904,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,"10
                                        
                                        
                                            (1)",3098736,49874
1504,Q836,Blanche Frances Collier,1906,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,12,3098760,49874
1505,Q836,Blanche Frances Collier,1897,Collier,Journal of the British Archaeological Association,Journal of the British Archaeological Association,3,3098863,49874
1506,Q837,Adelaide Martha Collyer,1900,D'Arcy Collyer,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,14,3146287,52702
1507,Q838,Christabel Rose Coleridge,1901,Christabel Coleridge,Folklore,Folklore,12,3112622,48782
1508,Q839,Mary Congreve,1904,"Mary Congreve
                                                Hubert Congreve",Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,27,3129869,47530
1509,Q840,Marian Roalfe Cox,1907,Marian Roalfe Cox,Folklore,Folklore,18,3113073,48880
1510,Q841,Barbara Marion Cra'ster,1907,Barbara Cra'ster,Folklore,Folklore,18,3113071,48879
1511,Q841,Barbara Marion Cra'ster,1907,Barbara Cra'ster,Folklore,Folklore,18,3113072,48879
1512,Q843,Frances Gardiner Davenport,1900,Frances G Davenport,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,14,3146285,52701
1513,Q844,Josephine Mary Elizabeth Davies,NA,Andrew Davies,Montgomeryshire Collections,Montgomeryshire Collections,33,3135205,3460
1516,Q844,Josephine Mary Elizabeth Davies,1905,Andrew Davies,Montgomeryshire Collections,Montgomeryshire Collections,33,3116169,3460
1517,Q847,Mary Louisa Dawson,1898,Dawson,Archaeologia Cambrensis,Archaeologia Cambrensis,53,3049870,46617
1518,Q847,Mary Louisa Dawson,1898,Dawson,Archaeologia Cambrensis,Archaeologia Cambrensis,53,3049861,46617
1519,Q848,Emily Day,1900,Day,Journal of the British Archaeological Association,Journal of the British Archaeological Association,"6
                                        
                                        
                                            (2)",3098895,49916
1520,Q849,Charlotte Louisa Hawkins Dempster,1888,Dempster,Folklore Journal,Folklore,6,3143125,49079
1521,Q850,Mary Dendy,1896,Mary Dendy,Folklore,Folklore,7,3113314,49022
1522,Q851,Isabel Anne Dickson,1900,Isabel A Dickson,Journal of Hellenic Studies,Journal of Hellenic Studies,19,3143873,48917
1523,Q851,Isabel Anne Dickson,1908,Isabel A Dickson,Folklore,Folklore,19,3112831,48917
1524,Q852,Miss E. Dixon,1898,E Dixon,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,12,3146280,52698
1525,Q855,Alice F. Doyle,1905,Alice F Doyle,Journal of the Royal Historical and Archaeological Association of Ireland,Journal of the Royal Society of Antiquaries of Ireland,15,3039581,50461
1526,Q856,Anne Tower Moore,1903,Countess ofDrogheda,Journal of the County Kildare Archaeological Society,Journal of the County Kildare Archaeological Society,4,3104304,55628
1527,Q857,Frances Hermia Durham,1908,F Hermia Durham,Proceedings of the Cambridge Antiquarian Society,Proceedings of the Cambridge Antiquarian Society,"12
                                        
                                        
                                            (3)",3199197,52670
1528,Q857,Frances Hermia Durham,1899,F Hermia Durham,Transactions of the Royal Historical Society,Transactions of the Royal Historical Society,13,3146240,52670
1533,Q858,Cecil Louisa Curle,1939,Cecil L Curle,Proceedings of the Society of Antiquaries of Scotland,Proceedings of the Society of Antiquaries of Scotland,74,3185893,38469
1535,Q860,Margaret Davies,1939,Margaret Dunlop,Transactions of the Lancashire and Cheshire Antiquarian Society,Transactions of the Lancashire and Cheshire Antiquarian Society,53,3047131,35614
1536,Q860,Margaret Davies,1942,"H J Fleure
                                                Margaret Dunlop",Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,22,3005653,35614
1538,Q863,Dorothy Annie Elizabeth Garrod,1954,"Elsie M Clifford
                                                Dorothy A E Garrod
                                                H S Gracie",Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,"34
                                        
                                        
                                            (2-3(3-4))",3004026,43087
1539,Q863,Dorothy Annie Elizabeth Garrod,1925,Dorothy A E Garrod,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,5,3043518,43087
1540,Q863,Dorothy Annie Elizabeth Garrod,NA,Dorothy A E Garrod,Proceedings of the University of Bristol Spelæological Society,Proceedings of the University of Bristol Spelæological Society,2,3093556,43087
1549,Q864,Jocelyn Mary Catherine Toynbee,1959,Jocelyn M C Toynbee,Surrey Archaeological Collections,Surrey Archaeological Collections,56,3182088,21574
1551,Q864,Jocelyn Mary Catherine Toynbee,1951,Jocelyn M C Toynbee,Transactions of the Dumfriesshire and Galloway Natural History and Antiquarian Society,Transactions of the Dumfriesshire and Galloway Natural History and Antiquarian Society,30,3040492,21574
1552,Q864,Jocelyn Mary Catherine Toynbee,1952,Jocelyn M C Toynbee,Journal of Roman Studies,Journal of Roman Studies,42,3125476,21574
1553,Q864,Jocelyn Mary Catherine Toynbee,1948,"Jocelyn M C Toynbee
                                                Roy Rainbird Clarke",Journal of Roman Studies,Journal of Roman Studies,38,3125448,21574
1554,Q864,Jocelyn Mary Catherine Toynbee,1958,Jocelyn M C Toynbee,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,"38
                                        
                                        
                                            (1-2(1-2))",3004083,21574
1555,Q864,Jocelyn Mary Catherine Toynbee,1953,"Jocelyn M C Toynbee
                                                Ian A Richmond",Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,Transactions of the Cumberland and Westmorland Antiquarian and Archaeological Society,53,3196861,21574
1560,Q864,Jocelyn Mary Catherine Toynbee,1942,Jocelyn M C Toynbee,The Archaeological Journal,The Archaeological Journal,99,3179786,21574
1561,Q864,Jocelyn Mary Catherine Toynbee,1955,"Jocelyn M C Toynbee
                                                Ivor N Hume",Archaeologia Cantiana,Archaeologia Cantiana,69,3062148,21574
1562,Q864,Jocelyn Mary Catherine Toynbee,1955,"Jocelyn M C Toynbee
                                                Bernard Ashmole",Illustrated London News,Illustrated London News,"226
                                        
                                        
                                            (6060(11 June))",3114025,21574
1564,Q864,Jocelyn Mary Catherine Toynbee,1924,Jocelyn M C Toynbee,Journal of Roman Studies,Journal of Roman Studies,"14
                                        
                                        
                                            (1-2)",3095192,21574
1565,Q864,Jocelyn Mary Catherine Toynbee,1953,Jocelyn M C Toynbee,Journal of the British Archaeological Association,Journal of the British Archaeological Association,16,3097880,21574
1567,Q864,Jocelyn Mary Catherine Toynbee,1925,Jocelyn M C Toynbee,Journal of Roman Studies,Journal of Roman Studies,"15
                                        
                                        
                                            (1-2)",3095194,21574
1570,Q864,Jocelyn Mary Catherine Toynbee,1958,"Helen E O'Neil
                                                Jocelyn M C Toynbee",Journal of Roman Studies,Journal of Roman Studies,58,3125520,21574
1572,Q864,Jocelyn Mary Catherine Toynbee,1950,Jocelyn M C Toynbee,Transactions of the Essex Archaeological Society,Transactions of the Essex Archaeological Society,"25
                                        
                                        
                                            (1)",3139377,21574
1575,Q864,Jocelyn Mary Catherine Toynbee,1955,"Ian A Richmond
                                                Jocelyn M C Toynbee",Journal of Roman Studies,Journal of Roman Studies,45,3125484,21574
1577,Q866,Isobel Dorothy Thornley,1930,Isobel D Thornley,Transactions of the Devonshire Association,Transactions of the Devonshire Association,62,3044669,40924
1580,Q867,Lily Frances Chitty,1951,"Lily F Chitty
                                                Wilfred A Seaby",Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,"17
                                        
                                        
                                            (2)",3043186,35254
1583,Q867,Lily Frances Chitty,1943,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,"51
                                        
                                        
                                            (2)",3125842,35254
1586,Q867,Lily Frances Chitty,1948,Lily F Chitty,Archaeologia Cambrensis,Archaeologia Cambrensis,100,3049667,35254
1587,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3137314,35254
1589,Q867,Lily Frances Chitty,1940,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,50,3125840,35254
1590,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,11,3137332,35254
1591,Q867,Lily Frances Chitty,1940,Lily F Chitty,Archaeologia Cambrensis,Archaeologia Cambrensis,95,3049815,35254
1592,Q867,Lily Frances Chitty,1956,Lily F Chitty,Archaeologia Cambrensis,Archaeologia Cambrensis,104,3049707,35254
1593,Q867,Lily Frances Chitty,1927,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3140013,35254
1594,Q867,Lily Frances Chitty,1949,"W E V Young
                                                Lily F Chitty",Wiltshire Archaeological and Natural History Society Magazine,Wiltshire Archaeological and Natural History Society Magazine,53,3122199,35254
1595,Q867,Lily Frances Chitty,1927,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,11,3140014,35254
1596,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3137311,35254
1598,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,3,3137217,35254
1599,Q867,Lily Frances Chitty,1937,Lily F Chitty,Archaeologia Cambrensis,Archaeologia Cambrensis,92,3050508,35254
1602,Q867,Lily Frances Chitty,1947,Lily F Chitty,Transactions of the Woolhope Naturalists Field Club,Transactions of the Woolhope Naturalists Field Club,"32
                                        
                                        
                                            (2)",3121765,35254
1603,Q867,Lily Frances Chitty,1952,Lily F Chitty,Transactions of the Woolhope Naturalists Field Club,Transactions of the Woolhope Naturalists Field Club,"34
                                        
                                        
                                            (1)",3121783,35254
1605,Q867,Lily Frances Chitty,1940,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,50,3125839,35254
1606,Q867,Lily Frances Chitty,1936,Lily F Chitty,Journal of the Galway Archaeological and Historical Society,Journal of the Galway Archaeological and Historical Society,"16
                                        
                                        
                                            (3-4)",3060172,35254
1608,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3137306,35254
1609,Q867,Lily Frances Chitty,1938,Lily F Chitty,Bulletin of the Board of Celtic Studies,Bulletin of the Board of Celtic Studies,9,3074608,35254
1610,Q867,Lily Frances Chitty,1951,Lily F Chitty,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,37,3035000,35254
1612,Q867,Lily Frances Chitty,1956,Lily F Chitty,Archaeologia Cambrensis,Archaeologia Cambrensis,104,3049706,35254
1613,Q867,Lily Frances Chitty,1936,Lily F Chitty,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,2,3043606,35254
1614,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,12,3137342,35254
1618,Q867,Lily Frances Chitty,NA,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3137315,35254
1619,Q867,Lily Frances Chitty,1927,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3140011,35254
1620,Q867,Lily Frances Chitty,1928,Lily F Chitty,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,8,3004369,35254
1621,Q867,Lily Frances Chitty,1928,Lily F Chitty,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,8,3004353,35254
1622,Q867,Lily Frances Chitty,1925,Lily F Chitty,Proceedings of the Society of Antiquaries of London,Proceedings of the Society of Antiquaries of London,5,3004318,35254
1623,Q867,Lily Frances Chitty,1943,Lily F Chitty,Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,"51
                                        
                                        
                                            (2)",3125841,35254
1624,Q867,Lily Frances Chitty,1927,"Lily F Chitty
                                                R C C Clay",Transactions of the Shropshire Archaeological and Historical Society,Transactions of the Shropshire Archaeological and Historical Society,10,3140012,35254
1626,Q87,Joan Elizabeth Blomfield,1945,Joan Blomfield,Saga Book of the Viking Society,Saga Book of the Viking Society,12,3095405,72173
1627,Q874,Frances Rose-Troup,1931,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,63,3044671,40861
1628,Q874,Frances Rose-Troup,1928,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,60,3044645,40861
1629,Q874,Frances Rose-Troup,1933,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,65,3044714,40861
1630,Q874,Frances Rose-Troup,1932,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,64,3044693,40861
1631,Q874,Frances Rose-Troup,1930,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,62,3044663,40861
1632,Q874,Frances Rose-Troup,1912,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,44,3044511,40861
1633,Q874,Frances Rose-Troup,1929,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,61,3044654,40861
1634,Q874,Frances Rose-Troup,1919,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,51,3044590,40861
1635,Q874,Frances Rose-Troup,1905,Frances Rose-Troup,Transactions of the Devonshire Association,Transactions of the Devonshire Association,37,3044425,40861
1636,Q875,Mary Kitson Clark,1934,"B J W Kent
                                                Mary Kitson Clark",Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,31,3035340,45780
1637,Q875,Mary Kitson Clark,1934,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,31,3035336,45780
1638,Q875,Mary Kitson Clark,1931,"Mary Kitson Clark
                                                Mark Reginald Hull",Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,30,3035325,45780
1639,Q875,Mary Kitson Clark,1934,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,31,3035339,45780
1640,Q875,Mary Kitson Clark,1936,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,32,3035364,45780
1642,Q875,Mary Kitson Clark,1943,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,35,3034961,45780
1643,Q875,Mary Kitson Clark,1936,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,32,3035354,45780
1644,Q875,Mary Kitson Clark,1938,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,33,3035369,45780
1645,Q875,Mary Kitson Clark,1938,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,33,3035372,45780
1646,Q875,Mary Kitson Clark,1939,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,34,3035384,45780
1647,Q875,Mary Kitson Clark,1937,Mary Kitson Clark,The Archaeological Journal,The Archaeological Journal,94,3179715,45780
1648,Q875,Mary Kitson Clark,1936,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,32,3035360,45780
1649,Q875,Mary Kitson Clark,1939,Mary Kitson Clark,Yorkshire Archaeological Journal,Yorkshire Archaeological Journal,34,3035381,45780
1650,Q876,Sylvia Benton,1952,Sylvia Benton,Proceedings of the Prehistoric Society,Proceedings of the Prehistoric Society of East Anglia,"18
                                        
                                        
                                            (2)",3043197,38020
1651,Q878,Amelia Blandford Edwards,NA,Amelia B Edwards,Journal of Hellenic Studies,Journal of Hellenic Studies,2,3143895,50201
1652,Q879,Alice Engholm,1907,Alice Engholm,Folklore,Folklore,18,3113114,48899
1653,Q880,Emma Louisa Radford,1898,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,30,3147459,40826
1654,Q880,Emma Louisa Radford,1914,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,46,3044537,40826
1655,Q880,Emma Louisa Radford,1901,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,33,3147522,40826
1656,Q880,Emma Louisa Radford,1912,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,44,3044504,40826
1657,Q880,Emma Louisa Radford,1889,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,21,3147269,40826
1658,Q880,Emma Louisa Radford,1892,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,22,3147284,40826
1659,Q880,Emma Louisa Radford,1905,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,37,3147609,40826
1660,Q880,Emma Louisa Radford,1905,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,37,3044423,40826
1661,Q880,Emma Louisa Radford,1903,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,35,3147563,40826
1662,Q880,Emma Louisa Radford,1903,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,35,3044389,40826
1663,Q880,Emma Louisa Radford,1912,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,44,3044509,40826
1664,Q880,Emma Louisa Radford,1895,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,27,3147379,40826
1666,Q880,Emma Louisa Radford,1907,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,39,3147660,40826
1667,Q880,Emma Louisa Radford,1907,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,39,3044449,40826
1668,Q880,Emma Louisa Radford,1909,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,41,3044468,40826
1669,Q880,Emma Louisa Radford,1909,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,41,3147705,40826
1670,Q880,Emma Louisa Radford,1892,G H Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,24,3147316,40826
1671,Q880,Emma Louisa Radford,1928,Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,60,3044642,40907
1672,Q880,Emma Louisa Radford,1922,Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,54,3044606,40907
1673,Q880,Emma Louisa Radford,1921,Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,53,3044599,40907
1674,Q880,Emma Louisa Radford,1930,Radford,Transactions of the Devonshire Association,Transactions of the Devonshire Association,62,3044661,40907
1675,Q880,Emma Louisa Radford,NA,Radford,Transactions of the Exeter Diocesan Architectural and Archaeological Society,Transactions of the Exeter Diocesan Architectural and Archaeological Society,4,3132126,40907
1676,Q881,Mildred Berkeley,1904,Berkeley,Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,27,3129859,40262
1677,Q881,Mildred Berkeley,1906,Berkeley,Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,28,3129197,40262
1678,Q881,Mildred Berkeley,1922,Berkeley,Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,36,3129426,40262
1679,Q881,Mildred Berkeley,1906,Berkeley,Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,28,3129229,40262
1680,Q881,Mildred Berkeley,1897,R Berkeley,Transactions of the Associated Architectural Societies,Transactions of the Associated Architectural Societies,24,3129837,40584
1681,Q881,Mildred Berkeley,1921,R Berkeley,British Year Book of International Law,British Year Book of International Law,1921-2,3130919,40584
1682,Q881,Mildred Berkeley,NA,Mildred Berkeley,Transactions of the Worcestershire Archaeological Society,Transactions of the Worcestershire Archaeological Society,2,3028927,44974
1683,Q881,Mildred Berkeley,NA,Mildred Berkeley,Transactions of the Worcestershire Archaeological Society,Transactions of the Worcestershire Archaeological Society,6,3028951,44974
